Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
778036;1170;260;2285,15;;145,91
778037;1184;275,3;1839,75;;140,08
778038;1894;591,8;3481,61;;96,82
778039;1012;374,8;1362,82;;156,46
778040;764;238,7;1110,46;;169,34
778041;948;278,8;1559,21;;108,35
778042;1346;407,8;2146,51;;138,22
778043;1316;292,4;2075,23;;198,78
778044;820;190,6;1191,86;;156,85
778045;948;243;1494,92;;168,04
778046;1246;327,8;2049,34;;95,84
778047;1902;760,8;4268,93;460,92;127,54
778048;1346;498,5;2471,74;;185,23
778049;1364;487,1;3157,4;;130,72
778050;1784;387,8;3484,37;;150,88
778051;1346;585,2;3004,46;;125,58
778052;1236;274,6;3358,69;;133,65
778053;1254;330;1703,8;;183,63
778054;1182;358,1;1944,07;;151,94
778055;1346;354,2;3115,74;;157,92
778056;1768;654,8;2528,65;;186,55
778057;1488;437,6;3444,44;;157,59
778058;1184;370;1733,71;;155,45
778059;1684;431,7;3095,58;;200,96
778060;1528;355,3;2122,22;;141,62
778061;1184;275,3;2242,2;;101,12
778062;2048;890,4;2998,85;846,52;132,92
778063;1410;522,2;2811,18;;119,91
778064;1570;490,6;1901,44;;129,33
778065;948;412,1;2297,95;;131,4
778066;1370;318,6;2253,28;;137,53
778067;1410;361,5;3147,32;;194,88
778068;1236;457,7;2861,11;;125,55
778069;1926;583,6;4458,33;;132,69
778070;1514;336,4;2246,35;;140,44
778071;1768;411,1;2455,55;;194,44
778072;1276;335,7;1733,69;;127,17
778073;1346;420,6;1896,92;;189,28
778074;1338;393,5;1788,84;;113,66
778075;1918;456,6;2767,4;;117,57
778076;948;210,6;1559,21;;158,85
778077;1228;323,1;1771,82;;99,62
778078;1286;459,2;1731,81;;102,09
778079;1410;371;3831,52;;152,65
778080;1370;297,8;1844,93;;132,32
778081;1528;664,3;2984,37;897,23;131,2
778082;948;338,5;2116,07;;100,21
778083;1368;304;1900;;190,83
778084;948;351,1;1295,6;;125,85
778085;1184;358,7;1618,13;;135,15
778086;1538;357,6;2912,87;;171,79
778087;948;278,8;2370;;117,49
778088;1242;388,1;3584,05;;198,34
778089;1866;478,4;2975,77;;130,68
778090;1836;483,1;3375;;196,24
778091;1004;313,7;1352,05;;178,42
778092;1184;275,3;1594,45;;194,88
778093;1552;470,3;3031,25;;207,38
778094;1684;400,9;4210;3755,55;191,29
778095;1410;440,6;2016,62;;98,28
778096;948;220,4;1519,23;;105,11
778097;940;348,1;1305,55;;141,43
778098;948;379,2;2159,33;;195,12
778099;1894;676,4;2752,9;;179,71
778100;1410;440,6;3831,52;;157,74
778101;1410;313,3;2753,9;;188,35
778102;1254;368,8;2902,77;;191,4
778103;1410;371;2098,21;;115,16
778104;1594;419,4;2165,76;;154,58
778105;1170;254,3;1589,67;;200,02
778106;948;412,1;1689,67;;148,32
778107;938;293,1;2548,91;;116,77
778108;1872;668,5;3545,1;;119,78
778109;1014;440,8;1335,83;;180,89
778110;1766;452,8;2488,82;;122,87
778111;1192;277,2;1773,8;;166,94
778112;1364;401,1;3539,9;;120,21
778113;1192;264,8;1773,8;;127,6
778114;1918;767,2;2663,88;;148,44
778115;1184;438,5;2642,85;;143,94
778116;1538;404,7;2866,27;;97,58
778117;1338;290,8;2986,6;;136,3
778118;1392;435;3222,22;;122,59
778119;938;246,8;1542,76;;173,72
778120;1894;573,9;3481,61;;183,77
778121;948;351,1;2497,77;;183,04
778122;948;249,4;1248,88;;107,81
778123;1582;585,9;2299,41;;152,22
778124;1404;369,4;2318,72;;145,33
778125;960;228,5;1292,8;;174,7
778126;1402;438,1;2037,79;;154,13
778127;1676;492,9;3741,07;471,93;162,75
778128;1434;333,4;2084,3;;160,82
778129;1370;415,1;1902,77;;193,48
778130;1410;327,9;2098,21;;150,18
778131;1254;391,8;1866,07;;93,54
778132;1538;394,3;2389,81;;126,13
778133;1246;276,8;3385,86;;124,47
778134;1898;412,6;5264,88;;153,13
778135;1410;613;3831,52;;180,14
778136;1164;352,7;2651,33;;107,92
778137;948;296,2;2497,77;;116,79
778138;1784;469,4;4770,26;;178,63
778139;1286;285,7;2976,85;;128,83
778140;1538;452,3;2827,2;;174,65
778141;1184;422,8;2312,5;;184,76
778142;1456;539,2;2100,8;;108,47
778143;1426;570,4;2072,67;;186,01
778144;1368;318,1;2590,65;;179,95
778145;1184;514,7;2657,42;;155,23
778146;1514;388,2;3785;;159,53
778147;1894;701,4;3481,61;;170,51
778148;980;257,8;1883,43;;208,33
778149;1184;275,3;2562,51;;149,51
778150;1538;404,7;2464,74;;187
778151;1164;363,7;2694,44;;122,59
778152;1418;616,5;2061,04;;130,23
778153;1894;485,6;2752,9;;160,71
778154;1346;420,6;2586,84;;150,18
778155;1576;463,5;2897,05;;102
778156;1528;545,7;4152,17;;174,56
778157;1184;438,5;2110,3;;119,43
778158;948;220,4;1316,66;;132,52
778159;1434;377,3;1959,8;;124,97
778160;948;287,2;1377,9;;179,25
778161;1246;296,6;2049,34;;114,44
778162;938;208,4;1353,4;305,66;156,95
778163;1538;569,6;2101,93;;195,94
778164;1004;401,6;1845,58;;163,71
778165;1254;272,6;2856,33;;127,12
778166;940;335,7;1398,8;;121,32
778167;1508;471,2;4488,09;;196,51
778168;940;247,3;1313,58;;113,82
778169;1514;560,7;3785;;112,36
778170;960;223,2;1818,18;;106,52
778171;1902;576,3;5168,47;;166,84
778172;1236;294,2;3304,95;;191,58
778173;1000;294,1;1453,48;;164,29
778174;1346;313;2474,26;;186,94
778175;1184;263,1;1761,9;;193,39
778176;690;181,5;1116,71;;136,38
778177;1828;468,7;4080,35;;184,72
778178;1368;506,6;2157,23;;162,18
778179;1364;426,2;3157,4;;182,71
778180;948;412,1;1766,72;;159,22
778181;1184;438,5;1888,16;;137,08
778182;1338;352,1;1930,54;;127,37
778183;1970;615,6;2736,11;;181,17
778184;1538;452,3;3451,95;;139,7
778185;1706;379,1;3332,03;;172,44
778186;1582;416,3;4298,91;;160,41
778187;1410;427,2;1927;;204,26
778188;1182;303;2955;;125,25
778189;1370;548;3246,3;;179,61
778190;1736;754,7;3287,55;;153,09
778191;948;338,5;1288,04;;165,58
778192;1454;338,1;1915,48;;142,96
778193;1538;366,1;2464,74;;177,02
778194;1368;318,1;3657,91;;145
778195;1184;370;1644,44;;123,57
778196;948;220,4;2116,07;;204,3
778197;1346;292,6;3941,85;;112,44
778198;1508;335,1;2945,31;;182,06
778199;1238;325,7;2036,18;;202,62
778200;1674;620;3623,01;;160,5
778201;948;287,2;2159,33;;123,97
778202;1184;348,2;1708,34;;175,82
778203;1380;600;3394,8;;138,32
778204;1538;480,6;3560,18;;154,82
778205;1380;353,8;2053,57;;162,53
778206;1990;796;4370,89;;128,07
778207;1410;522,2;2223,46;;133,85
778208;1092;390;2967,39;;138,4
778209;1346;354,2;3493,19;;181,01
778210;948;249,4;2194,44;;111,03
778211;1272;276,5;2484,37;;155,78
778212;1392;497,1;3424,32;;178,77
778213;948;220,4;2370;;190,3
778214;1514;336,4;3504,62;;99,74
778215;856;317;1349,84;1947,69;183,98
778216;1004;313,7;1845,58;;123,1
778217;1364;413,3;1982,55;;105,71
778218;1612;474,1;3965,52;;160,76
778219;1338;535,2;1858,33;;131,87
778220;1434;377,3;1991,66;;185,85
778221;1410;522,2;2670,45;;125,17
778222;1918;491,7;4281,25;;129,03
778223;948;220,4;1494,92;;176,66
778224;1312;410;1906,97;;194,49
778225;1428;432,7;2789,06;;127,61
778226;1410;335,7;1915,76;;168,71
778227;1184;422,8;1693,39;;159,99
778228;1368;360;3316,03;;149,86
778229;1692;626,6;4597,82;;169,46
778230;938;407,8;1395,83;;170,02
778231;1872;492,6;2543,47;643,16;174,52
778232;1538;452,3;2529,6;;133,56
778233;1612;374,8;2583,33;;130,54
778234;1184;263,1;2242,42;;169,85
778235;1184;370;2740,74;;189,03
778236;1004;371,8;2324,07;;202,49
778237;1184;303,5;2312,5;;149,39
778238;1410;306,5;2190,92;;160,41
778239;1866;811,3;4665;;134,08
778240;1410;427,2;2281,97;;115,97
778241;1170;307,8;1924,34;;161,83
778242;1708;502,3;2372,22;;130,46
778243;1514;605,6;3276,72;;187,97
778244;948;210,6;1288,04;;185,87
778245;948;351,1;1766,72;;131,86
778246;1902;442,3;5570,14;;98,35
778247;948;296,2;2534,86;;146,99
778248;1380;492,8;3031,07;;188,45
778249;1946;608,1;4504,62;;175,63
778250;948;249,4;1288,04;;137,13
778251;1522;563,7;3294,04;;146,81
778252;948;206;2497,77;;103,82
778253;1428;332;1909,17;;151,23
778254;1784;424,7;2477,77;;112,63
778255;1508;386,6;2208,14;;188,06
778256;948;296,2;1295,6;;190,45
778257;1110;292,1;2528,33;;176,26
778258;940;293,7;1835,93;;130,37
778259;1246;461,4;2696,7;;185,87
778260;948;351,1;2127,73;;192,87
778261;934;217,2;2497,43;;148,22
778262;1508;359;2898,18;;172,81
778263;1368;402,3;3420;;123,77
778264;1684;374,2;4576,08;;129,25
778265;938;203,9;1281,93;;120,93
778266;1184;311,5;1947,36;618,45;194,24
778267;1514;540,7;4048,3;;99,42
778268;1012;259,4;2706;618,45;112,65
778269;1272;553;1712,96;;89,92
778270;1426;432,1;3086,27;;176,98
778271;1184;473,6;2870,01;;146,85
778272;1368;318,1;3053,57;;170,43
778273;1736;403,7;3875;;192,18
778274;1604;422,1;2227,77;;127,52
778275;1514;336,4;2738,55;;134,98
778276;1488;450,9;3389,33;;202,57
778277;1612;383,8;4030;;106,78
778278;1012;440;1375;;195,2
778279;948;278,8;1316,66;;199,06
778280;1110;346,8;2040,44;;164,5
778281;1674;620;3757,2;;177,4
778282;1538;480,6;3003,9;;118,45
778283;1316;286;1788,04;;106,78
778284;1538;615,2;2425,3;;172,86
778285;1184;438,5;2740,74;;184,25
778286;948;412,1;1316,66;;108,54
778287;1346;395,8;2213,81;;197,75
778288;938;347,4;2307,48;;113,74
778289;1368;318,1;1869,6;;203,81
778290;980;251,2;1361,11;;163,78
778291;1184;281,9;1947,36;;108,55
778292;1368;427,5;3053,57;;183,8
778293;1684;374,2;2868,06;;195,15
778294;1918;581,2;4795;;171,49
778295;1320;347,3;1964,28;;166,75
778296;1272;276,5;2335,85;;145,24
778297;1818;568,1;4208,33;;172,37
778298;1410;313,3;4068,85;;145,23
778299;1164;415,7;1914,47;;133,97
778300;1428;446,2;3512,88;;173,44
778301;818;247,8;1345,39;;100,68
778302;1404;438,7;3250;1351,37;198,4
778303;1410;313,3;3051,64;;107,82
778304;1894;420,8;5146,73;;111,12
778305;1228;285,5;1668,47;;103,08
778306;1410;371;2753,9;;167,92
778307;1246;296,6;1936,09;;180,55
778308;1902;559,4;2641,66;;160,45
778309;1514;560,7;2490,13;;177,62
778310;1428;620,8;2091;;181,48
778311;1048;243,7;1455,55;;108,68
778312;1246;498,4;1692,93;;136,6
778313;1086;236;2121,09;;98,81
778314;1184;422,8;1947,36;;132,6
778315;948;296,2;2497,77;;99,96
778316;948;412,1;1148,13;;118,95
778317;1918;426,2;3058,7;;136,64
778318;1410;522,2;2098,21;;106,62
778319;1528;463;2057,7;;146,05
778320;1806;401,3;4515;;171
778321;1236;441,4;2861,11;;163,54
778322;1840;484,2;3668,5;;108,56
778323;1346;395,8;2956,39;;145,25
778324;1110;346,8;2528,33;;93,45
778325;1894;498,4;2818,45;;127,29
778326;1768;654,8;2833,33;;139,24
778327;1368;318,1;3657,91;;117,28
778328;1818;790,4;2914,14;;179,53
778329;1246;276,8;2049,34;;158,47
778330;1894;450,9;4160,03;;163,95
778331;1170;344,1;1625;;133,69
778332;1192;259,1;2328,12;;164,78
778333;1182;369,3;2271,65;;179,46
778334;1404;326,5;1890,72;;156,93
778335;1876;568,4;2563,86;;192,45
778336;1184;263,1;1947,36;;161,88
778337;1312;485,9;1766,82;;177,51
778338;1410;503,5;2670,45;;137,45
778339;1538;480,6;2235,46;;185,14
778340;1404;369,4;2008,04;;100,52
778341;1538;334,3;2180,54;;168,4
778342;1346;313;1896,92;;144,8
778343;1184;514,7;3119,58;;151,48
778344;1902;422,6;4245,53;;185,67
778345;1636;481,1;3195,31;;124,77
778346;1364;505,1;2995,92;;105,42
778347;812;193,3;962,04;;124,76
778348;1054;234,2;1432,06;;199,74
778349;1872;480;3656,25;;111,95
778350;1528;611,2;2122,22;;124,41
778351;1562;473,3;3615,74;452,39;110,09
778352;948;296,2;1795,27;;177,6
778353;1346;480,7;1828,8;;108,87
778354;948;351,1;1714,76;;180,8
778355;1576;562,8;2188,88;;139,93
778356;960;355,5;1764,7;;126,98
778357;1538;357,6;2912,87;;112,87
778358;1054;270,2;2439,81;;160,68
778359;960;417,3;1312;;179,33
778360;1346;395,8;2628,9;;129,27
778361;1346;320,4;2157,05;;138,82
778362;1170;365,6;2708,33;;159,28
778363;1488;465;2906,25;;170,24
778364;1286;338,4;1747,28;;146,63
778365;1756;390,2;2552,32;;206,45
778366;948;287,2;1714,76;;173,34
778367;948;206;2332,08;;101,28
778368;1246;498,4;1996,79;;147,55
778369;2002;741,4;4634,25;;102,9
778370;1368;360;1900;;197,82
778371;1368;350,7;2590,65;;133,36
778372;1902;452,8;2505,67;;174,93
778373;1370;428,1;3722,82;;152,98
778374;1410;427,2;3525;;158,65
778375;1464;542,2;2178,57;;155,05
778376;1338;418,1;3918,42;;147,97
778377;1368;488,5;2250;;172,99
778378;1514;398,4;1994,53;;129,45
778379;1612;358,2;2190,21;;109,16
778380;938;203,9;2548,91;;128,26
778381;1410;414,7;1915,76;;108,93
778382;1848;739,2;2686,04;;148,45
778383;1514;352;2867,42;;120,7
778384;1184;438,5;2657,42;;186,94
778385;1410;313,3;2627,72;;193,29
778386;948;249,4;2116,07;897,23;100
778387;1316;487,4;2108,97;;125,61
778388;1012;440;1944,93;;108,54
778389;948;379,2;1316,66;;197,66
778390;1538;334,3;2993,6;;121,62
778391;1346;407,8;2548,98;;157,36
778392;1346;354,2;2213,81;;135,89
778393;1184;370;2016,5;;110,33
778394;1674;372;3676,82;;134,9
778395;1684;495,2;3898,14;;187,24
778396;1538;480,6;2489,13;;167,12
778397;948;220,4;1367,82;;142,32
778398;1164;258,6;1616,66;;128,55
778399;1184;438,5;1644,44;;174,27
778400;1368;325,7;1988,37;;169,12
778401;1136;298,9;3086,95;;203,7
778402;1836;483,1;3528,56;;106,92
778403;1184;438,5;2304,57;;144,52
778404;1356;423,7;1883,33;;113,38
778405;1086;252,5;1994,29;;127,94
778406;1368;414,5;1988,37;;198,14
778407;960;282,3;1538,46;;179,39
778408;948;412,1;1742,64;;180,69
778409;1126;250,2;1538,86;;98,86
778410;1514;352;2165,37;;196,15
778411;1806;564,3;2508,33;;130,15
778412;1276;277,3;2492,18;;187,82
778413;1004;401,6;1470,14;;190,24
778414;1936;430,2;3184,21;;154,42
778415;1276;472,5;1898,8;;180,46
778416;1254;330;2235,07;;183,44
778417;1990;737;4306,92;1025,52;189,7
778418;1426;432,1;2785,15;;167,56
778419;1184;263,1;2141,64;;165,13
778420;1368;402,3;1656,8;;136,47
778421;970;210,8;1894,53;;136,78
778422;1818;790,4;2913,46;;123,19
778423;1346;354,2;2213,81;;172,93
778424;1488;465;3444,44;;190,96
778425;1488;595,2;3720;;197,73
778426;1314;469,2;3041,66;;194,05
778427;1528;339,5;4474,85;;170,24
778428;960;282,3;1283,47;;116,52
778429;1488;450,9;2066,66;;140,31
778430;1538;569,6;3003,9;;144,21
778431;924;205,3;1255,43;;124,71
778432;1316;346,3;2492,42;;181,57
778433;1184;370;3467,42;;170,43
778434;940;218,6;1780,12;;168,16
778435;1924;427,5;2796,51;;166,12
778436;1538;366,1;3066,38;;118,94
778437;1184;370;1720,93;;167,73
778438;1538;404,7;2529,6;;126,53
778439;1302;283;2390,94;;136,3
778440;1410;564;3263,88;;108,37
778441;1538;668,6;1862,68;;125,18
778442;1902;594,3;2657,92;;119,45
778443;934;345,9;2162,03;;192,24
778444;1004;264,2;2510;;166,51
778445;1184;275,3;2562,51;;124,48
778446;1528;339,5;2250,7;;106,93
778447;1106;325,2;2094,48;;194,54
778448;1346;420,6;1839,53;;148,63
778449;1314;345,7;1909,88;;110,72
778450;1338;318,5;1858,33;;120,19
778451;1538;466;3328,67;463,19;184,19
778452;1380;511,1;2536,76;;152,16
778453;1974;438,6;3246,71;463,19;153,8
778454;1276;455,7;1772,22;;193,45
778455;1086;434,4;1508,33;;107,32
778456;1598;347,3;3121,09;;127,59
778457;1706;501,7;2369,44;;190,38
778458;1302;342,6;1892,44;;152,98
778459;1110;411,1;2775;;150,11
778460;1246;377,5;2433,59;;114,62
778461;1254;391,8;1518,73;;204,62
778462;1184;263,1;1947,36;;106,93
778463;948;249,4;1742,64;;148,07
778464;970;421,7;2555,73;;164,75
778465;1434;333,4;2442,28;;104,52
778466;1346;498,5;2399,04;;176,26
778467;1276;327,1;1798,26;;110,75
778468;1434;318,6;2800,78;300;160,46
778469;948;210,6;1689,67;;161,94
778470;1276;398,7;1743,86;;202,23
778471;1184;422,8;1897,43;;156,48
778472;1014;220,4;1408,33;;92,73
778473;948;249,4;1344,05;;191,02
778474;1170;278,5;1599;;106,1
778475;1926;506,8;4815;;184,14
778476;1766;535,1;2326,51;;119,61
778477;1552;456,4;2852,94;;161,23
778478;1316;411,2;2108,97;;192,65
778479;1638;380,9;3676,4;;173,22
778480;1182;437,7;2576,76;;115,16
778481;1182;262,6;2955;;179,4
778482;1906;705,9;5021,89;;128,53
778483;1314;336,9;1879,32;;114,22
778484;1612;424,2;3098,06;1552,85;101,37
778485;1572;462,3;2519,23;;144,76
778486;1636;511,2;3007,35;;111,33
778487;1346;585,2;2628,9;;173,35
778488;1756;450,2;3227,94;;167,25
778489;1316;411,2;2098,67;;191,72
778490;1346;498,5;2628,9;;111,44
778491;1706;631,8;2280,84;;121,15
778492;1346;320,4;2157,05;;160,77
778493;970;215,5;1837,12;;125,29
778494;1170;417,8;1625;;181,79
778495;960;290,9;1312;;104,86
778496;924;243,1;1804,68;;145
778497;1346;538,4;3657,6;;102,97
778498;948;210,6;1377,9;;178,74
778499;1538;357,6;2464,74;;173,06
778500;960;282,3;1283,47;;195,96
778501;1918;685;4281,25;;150
778502;1184;438,5;2176,47;;170,94
778503;1174;260,8;1569,58;1040,4;102,23
778504;940;241;1780,12;;102,79
778505;1236;537,3;1714,27;;112,91
778506;1850;486,8;2874,61;;185,75
778507;1756;408,3;2888,15;;128,07
778508;1612;503,7;4797,61;;179,29
778509;948;379,2;1534,26;;163,49
778510;1246;296,6;2425,25;;105,41
778511;412;108,4;542,76;;120,7
778512;1170;354,5;1924,34;;105,79
778513;1242;388,1;2772,32;;143,24
778514;1370;507,4;3171,29;;201,2
778515;1604;356,4;2144,47;;172,48
778516;1276;472,5;2098,68;;138,07
778517;1192;350,5;2980;;156,25
778518;1236;316,9;1796,51;;99,27
778519;1404;369,4;2742,18;;113,47
778520;1382;431,8;4047,28;;150,86
778521;1004;264,2;1609,35;;175,17
778522;1674;398,5;2287,8;1911,62;177,64
778523;1184;370;1608,69;;106
778524;938;218,1;1373,5;;132,52
778525;1246;289,7;3115;;141,63
778526;1924;583;2534,66;;139,75
778527;1454;519,2;2113,37;;155,55
778528;1898;412,6;2298,68;;144,92
778529;1582;416,3;2494,69;;147,09
778530;1854;487,8;2694,76;;192,08
778531;940;293,7;1546,05;;139,78
778532;1756;408,3;4771,73;;148,4
778533;1576;477,5;2290,69;;159,37
778534;1582;465,2;2268,92;;127,34
778535;1392;515,5;3480;;159,08
778536;948;210,6;1377,9;;127,14
778537;1126;402,1;2199,21;;143,18
778538;1346;498,5;2956,39;;141,15
778539;1086;472,1;1508,33;;132,46
778540;1528;355,3;2220,93;;161,95
778541;1170;254,3;1575,6;;125,27
778542;948;210,6;2576,08;;175,52
778543;956;245,1;1298,91;;132,75
778544;1368;547,2;3420;;116,83
778545;1246;366,4;1665,84;;183,68
778546;938;246,8;2548,91;;185,63
778547;948;296,2;2246,34;;126,97
778548;202;44,8;365,38;;121,64
778549;1410;427,2;2034,42;;191,48
778550;1096;342,5;1756,41;;109,34
778551;1428;375,7;3305,55;;172,69
778552;1528;355,3;2374,27;528,22;106,39
778553;1346;320,4;2628,9;;164,42
778554;1368;594,7;1973,82;;114,42
778555;1346;498,5;2213,81;;98,88
778556;2010;717,8;3925,78;;124,88
778557;1986;431,7;3878,9;;187,32
778558;962;213,7;1821,78;;152,36
778559;1110;284,6;2102,27;;124,61
778560;1184;438,5;1839,75;;185,26
778561;1410;564;3831,52;;147,83
778562;948;338,5;2194,44;;165,77
778563;1538;404,7;2452,7;;181,39
778564;1684;374,2;3189,39;;179,28
778565;1946;720,7;3577,2;;152,52
778566;1254;272,6;2754,32;;163,15
778567;970;303,1;1428,78;;105,51
778568;1636;481,1;2377,9;;132,81
778569;1184;311,5;1720,93;;153,27
778570;970;293,9;1367,02;;135,09
778571;1766;392,4;3246,32;;141,65
778572;1902;826,9;3048,79;;181,03
778573;1314;525,6;1731,05;;145,92
778574;948;296,2;1714,76;;127,49
778575;1314;486,6;3285;;178,21
778576;1538;480,6;3560,18;;176,49
778577;948;249,4;1377,9;;146,97
778578;1736;403,7;2855,26;;168,97
778579;1918;599,3;3418,55;;135,99
778580;1514;445,2;2102,77;;165,65
778581;1538;341,7;2464,74;;105,92
778582;1674;507,2;4410,62;;141,32
778583;1828;794,7;2408,19;;150,19
778584;1236;294,2;1920,55;;119,37
778585;1766;392,4;3344,69;;119,7
778586;1806;668,8;4515;;135,85
778587;1170;433,3;3179,34;;199,37
778588;948;249,4;1248,88;;123,59
778589;1662;361,3;2415,69;;163,5
778590;1894;591,8;3035,25;;114,73
778591;1276;554,7;2345,58;;94,18
778592;1538;569,6;2529,6;;141,29
778593;1276;472,5;2452,31;;165,14
778594;1818;550,9;2359,07;;136,66
778595;1812;566,2;2633,72;;182,2
778596;1576;463,5;4690,47;;177,82
778597;1184;311,5;2740,74;;160,71
778598;1736;445,1;2411,11;;156,61
778599;1404;369,4;3133,92;;153,02
778600;1670;371,1;2269,02;;104,09
778601;1514;329,1;2490,13;;171,68
778602;1004;239;1372,13;;149,16
778603;1170;272;2611,6;;118,27
778604;1464;522,8;2648,11;;144,61
778605;1508;443,5;2060,93;;185,51
778606;1810;670,3;3323,81;;193,56
778607;1538;357,6;2089,67;1391,83;155,04
778608;1410;313,3;3164,66;;174,93
778609;1538;480,6;2288,69;;150,66
778610;1368;360;2671,87;;159,39
778611;1184;358,7;1608,69;;132,67
778612;1370;489,2;2253,28;;149,67
778613;1538;668,6;3560,18;;152,46
778614;1346;538,4;2146,51;;140,31
778615;1736;456,8;3336,37;;125,13
778616;1338;343;1828,6;;122,74
778617;1346;395,8;2474,26;;170,02
778618;1048;317,5;1984,65;;156,37
778619;1774;554,3;2917,76;;119,14
778620;1338;311,1;1869,76;729,36;140,84
778621;1986;735,5;4885,56;729,36;107,17
778622;1182;281,4;2308,59;;189,87
778623;1324;294,2;2507,32;;149,95
778624;1894;498,4;3375,77;;151,07
778625;1728;454,7;4695,65;;141,32
778626;948;296,2;1248,88;;145,07
778627;1708;437,9;4641,3;;112,59
778628;1346;299,1;2146,51;;178,96
778629;1184;422,8;1897,43;;198,83
778630;1918;416,9;2787,79;;121,69
778631;1004;436,5;1816,05;;205,5
778632;1346;407,8;3115,74;;175,33
778633;1040;452,1;1969,5;;124,92
778634;1946;778,4;5288,04;;158,24
778635;1508;350,6;2094,44;;96,85
778636;1192;305,6;2156,11;;203,69
778637;1636;430,5;2434,52;;110,83
778638;1766;464,7;3147,63;;103,45
778639;1454;427,6;2839,84;;180,08
778640;948;210,6;1851,56;;153,44
778641;1314;486,6;3570,65;;147,34
778642;1830;571,8;3517,03;;194,75
778643;934;291,8;1716,91;;101,13
778644;1346;480,7;1930,44;;117,31
778645;1410;522,2;2709,84;;194,39
778646;1392;331,4;2558,82;;139,01
778647;1014;266,8;1863,97;;188,55
778648;1674;523,1;3217,21;;139,24
778649;948;206;1742,64;;164,05
778650;1410;327,9;1958,33;;189,12
778651;1392;421,8;2252,84;;145,33
778652;1270;325,6;1884,32;;116,58
778653;960;282,3;1764,7;;183,81
778654;1604;356,4;2386,9;;190,82
778655;1538;341,7;4504,14;;148,37
778656;1316;346,3;2529,18;;116,79
778657;1866;433,9;3430,14;;181,48
778658;1508;558,5;2404,86;;142,71
778659;1014;362,1;1408,33;741,89;136,41
778660;1192;372,5;1773,8;;151,05
778661;1802;667,4;2963,81;;171,4
778662;1368;594,7;2035,71;;94,35
778663;1004;304,2;1435,95;;182,45
778664;1346;354,2;1956,39;;142,33
778665;948;206;1295,6;;181,07
778666;1012;316,2;1447,39;;156,6
778667;1514;336,4;4114,13;;100,99
778668;856;219,4;1645,12;;100,31
778669;1302;310;3013,88;;124,08
778670;1184;263,1;1761,9;;119,67
778671;1806;475,2;2894,23;;144,74
778672;1346;313;2434,67;;136,92
778673;1426;445,6;2345,39;;121,99
778674;1812;671,1;2516,66;;154,79
778675;1338;393,5;2191,42;452,39;167,69
778676;1276;296,7;1772,22;;134,6
778677;1254;545,2;2268,26;;118,6
778678;924;243,1;2138,88;;191,79
778679;1368;488,5;1988,37;;131,5
778680;1286;389,6;2435,36;;122,66
778681;938;240,5;1832,03;;152,87
778682;1350;293,4;2220,39;;123,3
778683;2006;445,7;4477,67;;193,88
778684;1368;427,5;2514,7;;108,19
778685;1426;419,4;1948,86;;181,57
778686;1402;519,2;1947,22;;157,24
778687;1286;338,4;2115,13;;187,16
778688;1906;762,4;2548,23;;128,31
778689;948;220,4;1821,93;;127,43
778690;1842;428,3;2517,4;;147,47
778691;948;296,2;2051,74;;175,76
778692;1966;702,1;2671,19;;181,81
778693;1802;474,2;2619,18;;108,98
778694;1314;398,1;2566,4;;141,04
778695;1538;366,1;2199,69;;158,23
778696;924;205,3;1244,32;;115,11
778697;1276;472,5;2098,68;;160,85
778698;1004;295,2;2241,07;;183,51
778699;1174;366,8;2202,97;;100,72
778700;1486;381;3439,81;;135,6
778701;1346;313;1869,44;;105,89
778702;1552;337,3;2852,94;;98,82
778703;1538;357,6;2136,11;;173,07
778704;1314;345,7;3570,65;;109,04
778705;940;247,3;2554,34;;150,02
778706;948;287,2;2534,86;;167,93
778707;1276;283,5;3467,39;;119,94
778708;1604;373;2144,47;;151,94
778709;1902;594,3;2955,41;;191,72
778710;1368;506,6;1897,35;;172
778711;1850;578,1;2874,61;;140,1
778712;1370;402,9;3722,82;;198,47
778713;1174;273;2996,04;;189,62
778714;1576;414,7;2937,09;;180,26
778715;1636;711,3;3965,66;;111,51
778716;1894;411,7;3225,71;;126,88
778717;1004;371,8;1414,93;;146,95
778718;1400;560;1902,17;;108,01
778719;1182;274,8;2638,39;;103,64
778720;960;223,2;1764,7;;122,03
778721;1184;263,1;2960;;189,3
778722;970;255,2;2840,71;;156,88
778723;1876;568,4;5016,26;;184,81
778724;1962;700,7;5331,52;490,24;180,56
778725;1512;657,3;2423,07;490,24;133,83
778726;1350;421,8;3556,95;;122,05
778727;1538;452,3;3845;;158,25
778728;1576;492,5;2485,23;;183,68
778729;2072;545,2;3924,24;;187,37
778730;1872;445,7;3732,3;;123,66
778731;1346;292,6;3311,16;;131,22
778732;1346;345,1;3004,46;;153,68
778733;2022;748,8;2808,33;;186,35
778734;1346;299,1;2586,84;;114,27
778735;1538;615,2;2235,46;;113,63
778736;1828;537,6;3462,12;;169,7
778737;1528;355,3;2122,22;;194,12
778738;1902;704,4;4494,35;;161
778739;1872;445,7;3000;;190,56
778740;1676;523,7;3627,34;;123,9
778741;800;210,5;1515;1261;134,92
778742;1110;482,6;3016,3;;156,28
778743;1184;263,1;1720,93;;126,48
778744;1184;358,7;1644,44;;142,08
778745;1004;313,7;1494,04;;173,45
778746;202;44,8;376,45;;111,81
